2016-01-13 13:08:43,40:a5:ef:06:19:a0,-57
2016-01-13 13:08:45,40:a5:ef:06:1f:2f,-53
2016-01-13 13:08:46,40:a5:ef:06:19:a0,-55
2016-01-13 13:08:48,40:a5:ef:06:1f:2f,-53
2016-01-13 13:08:49,40:a5:ef:06:1c:ba,-47
2016-01-13 13:08:49,40:a5:ef:06:1c:ba,-47
2016-01-13 13:08:49,40:a5:ef:06:1c:ba,-59
2016-01-13 13:08:50,40:a5:ef:06:13:e3,-57
2016-01-13 13:08:52,40:a5:ef:06:19:a0,-61
2016-01-13 13:08:52,40:a5:ef:06:19:a0,-65
2016-01-13 13:08:53,40:a5:ef:06:1f:2f,-51
2016-01-13 13:08:55,40:a5:ef:06:1c:ba,-59
2016-01-13 13:08:56,40:a5:ef:06:13:e3,-55
2016-01-13 13:08:56,40:a5:ef:06:13:e3,-57
2016-01-13 13:08:57,40:a5:ef:06:19:a0,-59
2016-01-13 13:08:59,40:a5:ef:06:1f:2f,-49
2016-01-13 13:09:00,40:a5:ef:06:1c:ba,-49
2016-01-13 13:09:02,40:a5:ef:06:13:e3,-65
2016-01-13 13:09:03,40:a5:ef:06:19:a0,-61
2016-01-13 13:09:03,40:a5:ef:06:19:a0,-59
2016-01-13 13:09:06,40:a5:ef:06:1c:ba,-43
2016-01-13 13:09:07,40:a5:ef:06:13:e3,-53
2016-01-13 13:09:07,40:a5:ef:06:13:e3,-51
2016-01-13 13:09:09,40:a5:ef:06:19:a0,-61
2016-01-13 13:09:12,40:a5:ef:06:1c:ba,-49
2016-01-13 13:09:13,40:a5:ef:06:13:e3,-53
2016-01-13 13:09:15,40:a5:ef:06:19:a0,-65
2016-01-13 13:09:16,40:a5:ef:06:1f:2f,-49
2016-01-13 13:09:18,40:a5:ef:06:1c:ba,-49
2016-01-13 13:09:19,40:a5:ef:06:13:e3,-51
2016-01-13 13:09:20,40:a5:ef:06:19:a0,-57
2016-01-13 13:09:22,40:a5:ef:06:1f:2f,-55
2016-01-13 13:09:23,40:a5:ef:06:1c:ba,-49
2016-01-13 13:09:23,40:a5:ef:06:1c:ba,-47
2016-01-13 13:09:25,40:a5:ef:06:13:e3,-57
2016-01-13 13:09:26,40:a5:ef:06:19:a0,-61
2016-01-13 13:09:26,40:a5:ef:06:19:a0,-67
2016-01-13 13:09:28,40:a5:ef:06:1f:2f,-55
2016-01-13 13:09:29,40:a5:ef:06:1c:ba,-41
2016-01-13 13:09:30,40:a5:ef:06:13:e3,-49
2016-01-13 13:09:30,40:a5:ef:06:13:e3,-49
2016-01-13 13:09:32,40:a5:ef:06:19:a0,-59
2016-01-13 13:09:33,40:a5:ef:06:1f:2f,-51
2016-01-13 13:09:35,40:a5:ef:06:1c:ba,-43
2016-01-13 13:09:38,40:a5:ef:06:19:a0,-61
2016-01-13 13:09:39,40:a5:ef:06:1f:2f,-51
2016-01-13 13:09:41,40:a5:ef:06:1c:ba,-41
2016-01-13 13:09:41,40:a5:ef:06:1c:ba,-43
2016-01-13 13:09:42,40:a5:ef:06:13:e3,-51
2016-01-13 13:09:43,40:a5:ef:06:19:a0,-59
2016-01-13 13:09:45,40:a5:ef:06:1f:2f,-47
2016-01-13 13:09:46,40:a5:ef:06:1c:ba,-51
2016-01-13 13:09:48,40:a5:ef:06:19:a0,-61
2016-01-13 13:09:49,40:a5:ef:06:1f:2f,-55
2016-01-13 13:09:49,40:a5:ef:06:1c:ba,-49
2016-01-13 13:09:51,40:a5:ef:06:13:e3,-49
2016-01-13 13:09:54,40:a5:ef:06:1f:2f,-55
2016-01-13 13:09:55,40:a5:ef:06:1c:ba,-47
2016-01-13 13:09:56,40:a5:ef:06:13:e3,-65
2016-01-13 13:09:57,40:a5:ef:06:13:e3,-59
2016-01-13 13:09:58,40:a5:ef:06:19:a0,-53
2016-01-13 13:09:59,40:a5:ef:06:1f:2f,-53
2016-01-13 13:10:01,40:a5:ef:06:1c:ba,-59
2016-01-13 13:10:01,40:a5:ef:06:1c:ba,-51
2016-01-13 13:10:02,40:a5:ef:06:13:e3,-63
2016-01-13 13:10:04,40:a5:ef:06:19:a0,-59
2016-01-13 13:10:05,40:a5:ef:06:1f:2f,-53
2016-01-13 13:10:07,40:a5:ef:06:1c:ba,-45
2016-01-13 13:10:08,40:a5:ef:06:13:e3,-55
2016-01-13 13:10:08,40:a5:ef:06:13:e3,-57
2016-01-13 13:10:09,40:a5:ef:06:19:a0,-59
2016-01-13 13:10:11,40:a5:ef:06:1f:2f,-49
2016-01-13 13:10:12,40:a5:ef:06:1c:ba,-45
2016-01-13 13:10:12,40:a5:ef:06:1c:ba,-47
2016-01-13 13:10:14,40:a5:ef:06:13:e3,-55
2016-01-13 13:10:15,40:a5:ef:06:19:a0,-55
2016-01-13 13:10:17,40:a5:ef:06:1f:2f,-49
2016-01-13 13:10:17,40:a5:ef:06:1f:2f,-49
2016-01-13 13:10:18,40:a5:ef:06:1c:ba,-45
2016-01-13 13:10:18,40:a5:ef:06:1c:ba,-55
2016-01-13 13:10:19,40:a5:ef:06:13:e3,-55
2016-01-13 13:10:21,40:a5:ef:06:19:a0,-61
2016-01-13 13:10:22,40:a5:ef:06:1f:2f,-53
2016-01-13 13:10:24,40:a5:ef:06:1c:ba,-53
2016-01-13 13:10:25,40:a5:ef:06:13:e3,-55
2016-01-13 13:10:27,40:a5:ef:06:19:a0,-59
2016-01-13 13:10:27,40:a5:ef:06:19:a0,-59
2016-01-13 13:10:28,40:a5:ef:06:1f:2f,-49
2016-01-13 13:10:29,40:a5:ef:06:1c:ba,-59
2016-01-13 13:10:31,40:a5:ef:06:13:e3,-61
2016-01-13 13:10:32,40:a5:ef:06:19:a0,-55
2016-01-13 13:10:34,40:a5:ef:06:1f:2f,-49
2016-01-13 13:10:35,40:a5:ef:06:1c:ba,-43
2016-01-13 13:10:37,40:a5:ef:06:13:e3,-59
2016-01-13 13:10:38,40:a5:ef:06:19:a0,-57
2016-01-13 13:10:39,40:a5:ef:06:1f:2f,-53
2016-01-13 13:10:41,40:a5:ef:06:1c:ba,-55
2016-01-13 13:10:41,40:a5:ef:06:1c:ba,-49
2016-01-13 13:10:42,40:a5:ef:06:13:e3,-47
2016-01-13 13:10:44,40:a5:ef:06:19:a0,-51
2016-01-13 13:10:45,40:a5:ef:06:1f:2f,-55
2016-01-13 13:10:47,40:a5:ef:06:1c:ba,-47
2016-01-13 13:10:48,40:a5:ef:06:13:e3,-59
2016-01-13 13:10:48,40:a5:ef:06:19:a0,-61
2016-01-13 13:10:49,40:a5:ef:06:1f:2f,-51
2016-01-13 13:10:50,40:a5:ef:06:1c:ba,-55
2016-01-13 13:10:51,40:a5:ef:06:13:e3,-53
2016-01-13 13:10:52,40:a5:ef:06:19:a0,-51
2016-01-13 13:10:54,40:a5:ef:06:1f:2f,-47
2016-01-13 13:10:54,40:a5:ef:06:1f:2f,-49
2016-01-13 13:10:55,40:a5:ef:06:1c:ba,-51
2016-01-13 13:10:57,40:a5:ef:06:13:e3,-49
2016-01-13 13:10:58,40:a5:ef:06:19:a0,-47
2016-01-13 13:11:00,40:a5:ef:06:1f:2f,-65
2016-01-13 13:11:01,40:a5:ef:06:1c:ba,-47
2016-01-13 13:11:02,40:a5:ef:06:13:e3,-55
2016-01-13 13:11:04,40:a5:ef:06:19:a0,-55
2016-01-13 13:11:05,40:a5:ef:06:1f:2f,-43
2016-01-13 13:11:08,40:a5:ef:06:13:e3,-51
2016-01-13 13:11:10,40:a5:ef:06:19:a0,-55
2016-01-13 13:11:11,40:a5:ef:06:1f:2f,-49
2016-01-13 13:11:12,40:a5:ef:06:1c:ba,-43
2016-01-13 13:11:13,40:a5:ef:06:1c:ba,-43
2016-01-13 13:11:14,40:a5:ef:06:13:e3,-49
2016-01-13 13:11:16,40:a5:ef:06:19:a0,-61
2016-01-13 13:11:17,40:a5:ef:06:1f:2f,-51
2016-01-13 13:11:18,40:a5:ef:06:1c:ba,-41
2016-01-13 13:11:20,40:a5:ef:06:13:e3,-51
2016-01-13 13:11:21,40:a5:ef:06:19:a0,-61
2016-01-13 13:11:22,40:a5:ef:06:1f:2f,-51
2016-01-13 13:11:24,40:a5:ef:06:1c:ba,-49
2016-01-13 13:11:25,40:a5:ef:06:13:e3,-59
2016-01-13 13:11:27,40:a5:ef:06:19:a0,-65
2016-01-13 13:11:28,40:a5:ef:06:1f:2f,-47
2016-01-13 13:11:30,40:a5:ef:06:1c:ba,-49
2016-01-13 13:11:30,40:a5:ef:06:1c:ba,-47
2016-01-13 13:11:31,40:a5:ef:06:13:e3,-55
2016-01-13 13:11:33,40:a5:ef:06:19:a0,-61
2016-01-13 13:11:34,40:a5:ef:06:1f:2f,-51
2016-01-13 13:11:37,40:a5:ef:06:13:e3,-61
2016-01-13 13:11:38,40:a5:ef:06:19:a0,-61
2016-01-13 13:11:40,40:a5:ef:06:1f:2f,-53
2016-01-13 13:11:41,40:a5:ef:06:1c:ba,-51
2016-01-13 13:11:41,40:a5:ef:06:1c:ba,-45
2016-01-13 13:11:42,40:a5:ef:06:13:e3,-63
2016-01-13 13:11:44,40:a5:ef:06:19:a0,-53
2016-01-13 13:11:45,40:a5:ef:06:1f:2f,-51
2016-01-13 13:11:47,40:a5:ef:06:1c:ba,-49
2016-01-13 13:11:47,40:a5:ef:06:1c:ba,-59
2016-01-13 13:11:48,40:a5:ef:06:13:e3,-53
2016-01-13 13:11:48,40:a5:ef:06:13:e3,-53
2016-01-13 13:11:48,40:a5:ef:06:19:a0,-63
2016-01-13 13:11:49,40:a5:ef:06:1f:2f,-49
2016-01-13 13:11:50,40:a5:ef:06:1c:ba,-49
2016-01-13 13:11:51,40:a5:ef:06:13:e3,-53
2016-01-13 13:11:53,40:a5:ef:06:19:a0,-55
2016-01-13 13:11:53,40:a5:ef:06:19:a0,-55
2016-01-13 13:11:54,40:a5:ef:06:1f:2f,-47
2016-01-13 13:11:55,40:a5:ef:06:1c:ba,-47
2016-01-13 13:11:57,40:a5:ef:06:13:e3,-63
2016-01-13 13:11:58,40:a5:ef:06:19:a0,-55
2016-01-13 13:12:00,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:00,40:a5:ef:06:1f:2f,-47
2016-01-13 13:12:01,40:a5:ef:06:1c:ba,-65
2016-01-13 13:12:03,40:a5:ef:06:13:e3,-61
2016-01-13 13:12:04,40:a5:ef:06:19:a0,-55
2016-01-13 13:12:05,40:a5:ef:06:1f:2f,-51
2016-01-13 13:12:06,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:06,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:07,40:a5:ef:06:1c:ba,-49
2016-01-13 13:12:08,40:a5:ef:06:13:e3,-73
2016-01-13 13:12:10,40:a5:ef:06:19:a0,-55
2016-01-13 13:12:11,40:a5:ef:06:1f:2f,-51
2016-01-13 13:12:13,40:a5:ef:06:1c:ba,-49
2016-01-13 13:12:14,40:a5:ef:06:13:e3,-57
2016-01-13 13:12:15,40:a5:ef:06:13:e3,-53
2016-01-13 13:12:16,40:a5:ef:06:19:a0,-51
2016-01-13 13:12:17,40:a5:ef:06:1f:2f,-53
2016-01-13 13:12:18,40:a5:ef:06:1c:ba,-53
2016-01-13 13:12:20,40:a5:ef:06:13:e3,-61
2016-01-13 13:12:21,40:a5:ef:06:19:a0,-57
2016-01-13 13:12:23,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:24,40:a5:ef:06:1c:ba,-47
2016-01-13 13:12:24,40:a5:ef:06:1c:ba,-49
2016-01-13 13:12:26,40:a5:ef:06:13:e3,-57
2016-01-13 13:12:27,40:a5:ef:06:19:a0,-53
2016-01-13 13:12:28,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:29,40:a5:ef:06:1f:2f,-47
2016-01-13 13:12:30,40:a5:ef:06:1c:ba,-49
2016-01-13 13:12:31,40:a5:ef:06:13:e3,-59
2016-01-13 13:12:33,40:a5:ef:06:19:a0,-55
2016-01-13 13:12:34,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:36,40:a5:ef:06:1c:ba,-45
2016-01-13 13:12:37,40:a5:ef:06:13:e3,-55
2016-01-13 13:12:39,40:a5:ef:06:19:a0,-47
2016-01-13 13:12:41,40:a5:ef:06:1c:ba,-51
2016-01-13 13:12:43,40:a5:ef:06:13:e3,-55
2016-01-13 13:12:43,40:a5:ef:06:13:e3,-55
2016-01-13 13:12:44,40:a5:ef:06:19:a0,-59
2016-01-13 13:12:44,40:a5:ef:06:19:a0,-63
2016-01-13 13:12:46,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:46,40:a5:ef:06:1f:2f,-49
2016-01-13 13:12:48,40:a5:ef:06:1f:2f,-47
2016-01-13 13:12:49,40:a5:ef:06:19:a0,-57
2016-01-13 13:12:49,40:a5:ef:06:13:e3,-51
2016-01-13 13:12:50,40:a5:ef:06:19:a0,-57
2016-01-13 13:12:51,40:a5:ef:06:1f:2f,-47
2016-01-13 13:12:53,40:a5:ef:06:1c:ba,-59
2016-01-13 13:12:53,40:a5:ef:06:1c:ba,-57
2016-01-13 13:12:54,40:a5:ef:06:13:e3,-49
2016-01-13 13:12:56,40:a5:ef:06:19:a0,-59
2016-01-13 13:12:57,40:a5:ef:06:1f:2f,-45
2016-01-13 13:12:59,40:a5:ef:06:1c:ba,-53
2016-01-13 13:13:00,40:a5:ef:06:13:e3,-63
2016-01-13 13:13:01,40:a5:ef:06:19:a0,-65
2016-01-13 13:13:03,40:a5:ef:06:1f:2f,-49
2016-01-13 13:13:04,40:a5:ef:06:1c:ba,-51
2016-01-13 13:13:06,40:a5:ef:06:13:e3,-51
2016-01-13 13:13:07,40:a5:ef:06:19:a0,-57
2016-01-13 13:13:09,40:a5:ef:06:1f:2f,-53
2016-01-13 13:13:10,40:a5:ef:06:1c:ba,-51
2016-01-13 13:13:10,40:a5:ef:06:1c:ba,-53
2016-01-13 13:13:11,40:a5:ef:06:13:e3,-63
2016-01-13 13:13:12,40:a5:ef:06:13:e3,-61
2016-01-13 13:13:13,40:a5:ef:06:19:a0,-67
2016-01-13 13:13:13,40:a5:ef:06:19:a0,-61
2016-01-13 13:13:16,40:a5:ef:06:1c:ba,-53
2016-01-13 13:13:17,40:a5:ef:06:13:e3,-55
2016-01-13 13:13:19,40:a5:ef:06:19:a0,-53
